  day,George Washington University Hospital_admissions,Hadley Memorial Hospital_admissions,Howard University Hospital_admissions,MedStar Georgetown University _admissions,Sibley Memorial Hospital_admissions,Providence Hospital_admissions,United Medical Center_admissions,MedStar Washington Hospital Center_admissions,Other D.C. Hospitals_admissions,Virginia_admissions,Meritus Medical Center_admissions,University of Maryland Medical Center_admissions,Prince George's Hospital Center_admissions,Holy Cross Hospital_admissions,Frederick Memorial Hospital_admissions,Mercy Medical Center_admissions,Johns Hopkins Hospital_admissions,Dorchester (UMSRH)_admissions,St. Agnes Hospital_admissions,Sinai Hospital of Baltimore_admissions,White Oak Medical Center_admissions,Garrett Memorial Hospital (WVU)_admissions,Montgomery Medical Center (MedStar)_admissions,Peninsula Regional Medical Center_admissions,Suburban Hospital_admissions,Anne Arundel Medical Center_admissions,Union Memorial Hospital (MedStar)_admissions,Western Maryland Medical Center (UPMC)_admissions,St. Mary's Hospital_admissions,Johns Hopkins Bayview Medical Center_admissions,Chestertown (UMSRH)_admissions,Carroll Hospital Center_admissions,Harbor Hospital (MedStar)_admissions,Charles Regional (UM)_admissions,Easton (UMSRH)_admissions,UMM Center Midtown Campus (acute) (Formerly Maryland General)_admissions,Calvert Memorial Hospital_admissions,Northwest Hospital_admissions,Baltimore Washington Medical Center_admissions,Greater Baltimore Medical Center_admissions,Howard County General Hospital (JHM)_admissions,Doctors Community Hospital_admissions,Greater Laurel_admissions,Good Samaritan Hospital (MedStar)_admissions,Shady Grove Adventist Hospital_admissions,Fort Washington Hospital_admissions,Atlantic General Hospital_admissions,Southern Maryland Hospital (MedStar)_admissions,St. Joseph's (UM)_admissions,Holy Cross Germantown_admissions,Queenstown Emergency Center_admissions,Franklin Square (MedStar)_admissions,Grace Medical Center_admissions,Union Hospital of Cecil County_admissions,Upper Chesapeake Medical Center (UMUCH)_admissions,Edward McCready Memorial Hospital_admissions,Harford Memorial Hospital (UMUCH)_admissions
1/31/2021,4.696774194,8.809677419,4.983870968,4.183870968,2.5,3.674193548,4.04516129,6.619354839,0.3,119.6612903,3.325806452,3.741935484,4.638709677,9.170967742,6.341935484,2.5,6.048387097,0.564516129,6.212903226,2.948387097,4.506451613,0.34516129,3.909677419,4.535483871,8.509677419,10.93870968,3.190322581,1.064516129,3.506451613,4.05483871,0.858064516,4.241935484,3.370967742,5.670967742,2.177419355,1.393548387,2.803225806,3.219354839,9.377419355,4.961290323,12.24193548,6.441935484,3.041935484,3.1,11.32580645,5.035483871,5.2,5.116129032,4.9,4.916129032,1.064516129,6.638709677,1.129032258,2.190322581,6.722580645,0.238709677,1.783870968
2/1/2021,4.425806452,8.729032258,5.212903226,4.329032258,2.425806452,3.364516129,4.264516129,6.525806452,0.44516129,121.8548387,2.706451613,3.638709677,4.561290323,9.116129032,6.387096774,2.483870968,6.34516129,0.796774194,6.15483871,2.987096774,4.677419355,0.277419355,4.122580645,4.467741935,8.841935484,10.48709677,3.193548387,1.022580645,3.535483871,3.690322581,0.870967742,4.558064516,2.964516129,5.477419355,1.825806452,1.190322581,2.964516129,2.803225806,8.780645161,4.880645161,11.94516129,6.05483871,3.290322581,2.919354839,10.47096774,4.912903226,5.106451613,4.787096774,5.141935484,4.619354839,1.087096774,6.819354839,1.222580645,2.048387097,6.203225806,0.177419355,1.838709677
2/2/2021,4.435483871,8.832258065,4.903225806,4.164516129,2.638709677,3.377419355,4.229032258,6.577419355,0.351612903,121.8032258,2.648387097,3.55483871,4.538709677,9.3,6.158064516,2.787096774,6.064516129,0.680645161,5.793548387,2.941935484,4.583870968,0.274193548,3.896774194,4.338709677,8.44516129,10.66129032,3.170967742,0.861290323,3.361290323,3.532258065,0.903225806,4.458064516,3.219354839,5.270967742,2.003225806,1.206451613,3.009677419,2.564516129,8.741935484,4.496774194,11.81935484,6.416129032,3.116129032,3.05483871,10.71612903,5.209677419,5.016129032,4.629032258,5.05483871,4.861290323,1.109677419,7.022580645,1.074193548,1.938709677,6.148387097,0.174193548,1.641935484
2/3/2021,4.303225806,8.990322581,4.925806452,4.274193548,2.319354839,3.348387097,4.551612903,6.483870968,0.406451613,121.2,2.941935484,3.687096774,4.522580645,9.135483871,6.393548387,2.816129032,6.161290323,0.648387097,5.793548387,2.816129032,4.522580645,0.287096774,3.912903226,4.258064516,8.709677419,10.48387097,3.019354839,0.974193548,3.470967742,3.583870968,0.829032258,4.012903226,3.187096774,5.151612903,1.996774194,1.225806452,3.022580645,2.867741935,8.8,4.429032258,11.78387097,6.287096774,3.283870968,2.85483871,10.84193548,5.04516129,4.687096774,4.916129032,5.251612903,4.819354839,1.051612903,7.074193548,1.04516129,2.090322581,6.080645161,0.125806452,1.606451613
2/4/2021,4.703225806,9.096774194,5.087096774,4.138709677,2.506451613,3.341935484,4.274193548,6.65483871,0.280645161,121.6741935,2.683870968,3.793548387,4.490322581,9.267741935,6.025806452,2.425806452,5.990322581,0.622580645,6.35483871,2.858064516,4.590322581,0.290322581,3.948387097,4.267741935,8.470967742,10.31290323,3.05483871,0.935483871,3.5,3.616129032,0.777419355,4.238709677,3.261290323,5.458064516,1.767741935,1.203225806,2.877419355,2.790322581,8.783870968,4.522580645,11.69032258,6.193548387,3.138709677,2.8,10.86451613,4.990322581,4.65483871,4.941935484,5.338709677,4.751612903,1.032258065,6.951612903,1.090322581,2.093548387,6.019354839,0.2,1.648387097
2/5/2021,4.429032258,8.693548387,4.84516129,4.174193548,2.409677419,3.270967742,4.287096774,6.625806452,0.383870968,120.3774194,2.774193548,3.932258065,4.238709677,9.374193548,6.25483871,2.548387097,5.812903226,0.687096774,5.922580645,2.887096774,4.516129032,0.332258065,3.858064516,4.316129032,8.580645161,10.42258065,2.835483871,0.825806452,3.34516129,3.780645161,0.864516129,3.787096774,3.270967742,5.512903226,1.806451613,1.119354839,2.970967742,2.819354839,8.693548387,4.6,11.74193548,6.170967742,3.158064516,3,10.76129032,5.090322581,4.429032258,4.825806452,5.05483871,4.851612903,1.048387097,6.774193548,1.061290323,1.925806452,6.196774194,0.177419355,1.683870968
2/6/2021,4.477419355,8.770967742,5.177419355,4.409677419,2.416129032,3.364516129,4.296774194,6.380645161,0.377419355,118.6225806,2.541935484,3.680645161,4.590322581,9.064516129,6.048387097,2.629032258,5.803225806,0.670967742,6.193548387,2.861290323,4.451612903,0.309677419,3.861290323,4.070967742,8.232258065,10.20967742,2.94516129,0.980645161,3.238709677,3.693548387,0.85483871,4.016129032,3,5.406451613,1.716129032,1.067741935,2.74516129,3.04516129,8.316129032,4.380645161,11.60645161,5.932258065,3.148387097,2.751612903,10.98064516,4.887096774,4.158064516,4.951612903,4.916129032,4.612903226,1.15483871,6.890322581,1.077419355,1.970967742,6.229032258,0.15483871,1.661290323
2/7/2021,4.390322581,8.912903226,5.261290323,4.109677419,2.458064516,3.422580645,4.44516129,6.174193548,0.329032258,118.9548387,2.709677419,3.848387097,4.316129032,8.938709677,6.048387097,2.561290323,6.019354839,0.658064516,5.980645161,2.919354839,4.412903226,0.296774194,4.106451613,4.180645161,8.532258065,10.32580645,2.864516129,0.84516129,3.183870968,3.403225806,0.851612903,3.922580645,2.903225806,5.5,1.951612903,1.122580645,2.7,2.877419355,8.570967742,4.487096774,11.18709677,5.970967742,3.24516129,2.835483871,10.51290323,4.903225806,3.974193548,4.532258065,4.874193548,4.64516129,1.074193548,6.716129032,1.003225806,2.106451613,6.003225806,0.119354839,1.535483871
2/8/2021,4.403225806,8.880645161,5.048387097,4.14516129,2.441935484,3.380645161,4.103225806,6.358064516,0.351612903,119.2935484,2.506451613,3.487096774,4.480645161,9.058064516,6.370967742,2.590322581,6.119354839,0.603225806,6.04516129,2.716129032,4.425806452,0.25483871,3.587096774,4.025806452,8.235483871,10.2,2.993548387,0.851612903,3.238709677,3.612903226,0.825806452,3.970967742,2.983870968,5.383870968,1.74516129,1.119354839,2.877419355,2.680645161,8.735483871,4.235483871,11.10967742,5.770967742,3.209677419,2.703225806,10.77419355,4.922580645,4.04516129,5,5.109677419,4.658064516,1.222580645,6.506451613,0.929032258,1.922580645,5.874193548,0.164516129,1.65483871
2/9/2021,4.512903226,8.551612903,5.116129032,4.116129032,2.348387097,3.093548387,4.309677419,6.387096774,0.309677419,117.8612903,2.522580645,3.393548387,4.080645161,8.74516129,6.003225806,2.438709677,5.693548387,0.638709677,5.783870968,2.719354839,4.235483871,0.309677419,4.025806452,3.993548387,8.212903226,10.06774194,3.048387097,0.906451613,3.25483871,3.393548387,0.793548387,4.016129032,3.012903226,5.296774194,1.738709677,1.148387097,2.783870968,2.770967742,8.351612903,4.332258065,11.00645161,5.903225806,3.003225806,2.716129032,10.4483871,4.935483871,3.538709677,4.522580645,4.677419355,4.596774194,0.990322581,6.509677419,0.970967742,1.912903226,5.725806452,0.164516129,1.712903226
2/10/2021,4.225806452,8.429032258,5.138709677,4.280645161,2.564516129,3.316129032,4.341935484,6.138709677,0.325806452,118.3258065,2.522580645,3.251612903,4.390322581,9.080645161,5.929032258,2.587096774,5.809677419,0.567741935,5.490322581,2.870967742,4.467741935,0.280645161,3.525806452,4.006451613,8.222580645,9.732258065,2.777419355,0.874193548,3.203225806,3.603225806,0.796774194,3.819354839,3.135483871,5.332258065,1.674193548,1.170967742,2.919354839,2.690322581,8.390322581,4.348387097,10.9,6.067741935,2.932258065,2.825806452,10.31935484,4.864516129,3.487096774,4.838709677,4.896774194,4.638709677,1.058064516,6.419354839,1.151612903,1.929032258,6.009677419,0.138709677,1.538709677
2/11/2021,4.161290323,8.638709677,4.867741935,3.893548387,2.274193548,3.277419355,4.04516129,6.048387097,0.296774194,115.8870968,2.651612903,3.532258065,4.174193548,8.967741935,5.990322581,2.487096774,5.651612903,0.641935484,5.625806452,2.829032258,4.251612903,0.267741935,3.690322581,3.716129032,7.890322581,9.803225806,2.651612903,0.809677419,3.119354839,3.44516129,0.748387097,3.951612903,3.1,4.964516129,1.767741935,1.222580645,2.674193548,2.706451613,7.948387097,4.216129032,10.78064516,5.880645161,2.825806452,2.751612903,10.51612903,4.809677419,3.419354839,4.564516129,4.651612903,4.512903226,0.970967742,6.425806452,0.996774194,1.719354839,5.858064516,0.15483871,1.548387097
2/12/2021,4.190322581,8.432258065,4.648387097,4.25483871,2.348387097,3.135483871,4.125806452,6.074193548,0.316129032,115.3290323,2.625806452,3.474193548,4.261290323,8.929032258,5.838709677,2.529032258,5.312903226,0.674193548,5.703225806,2.558064516,4.351612903,0.312903226,3.583870968,3.667741935,7.893548387,9.45483871,2.683870968,0.84516129,3.241935484,3.348387097,0.803225806,3.916129032,3.04516129,5.296774194,1.670967742,1.135483871,2.658064516,2.690322581,7.961290323,4.087096774,10.68064516,5.690322581,2.912903226,2.509677419,10.42258065,4.741935484,3.193548387,4.719354839,4.703225806,4.451612903,1.032258065,6.174193548,0.961290323,1.793548387,5.822580645,0.177419355,1.54516129
2/13/2021,4.048387097,8.174193548,4.703225806,3.841935484,2.274193548,2.990322581,4.032258065,6.14516129,0.341935484,114.8741935,2.370967742,3.029032258,4.203225806,8.564516129,5.677419355,2.44516129,5.432258065,0.583870968,5.422580645,2.606451613,4.222580645,0.277419355,3.851612903,3.677419355,7.812903226,9.758064516,2.658064516,0.825806452,3.141935484,3.35483871,0.780645161,3.838709677,2.764516129,4.874193548,1.703225806,1.103225806,2.683870968,2.419354839,7.861290323,4.180645161,10.62903226,5.825806452,2.861290323,2.416129032,10.25483871,4.758064516,3.251612903,4.603225806,4.616129032,4.329032258,0.987096774,6.358064516,0.990322581,1.851612903,5.8,0.174193548,1.680645161
2/14/2021,4.25483871,7.983870968,4.870967742,3.777419355,2.429032258,3.138709677,4.058064516,5.867741935,0.316129032,112.8580645,2.296774194,3.212903226,4.283870968,8.451612903,5.7,2.487096774,5.358064516,0.574193548,5.180645161,2.606451613,4.080645161,0.322580645,3.65483871,3.587096774,7.587096774,9.116129032,2.509677419,0.777419355,2.961290323,3.393548387,0.761290323,3.735483871,2.925806452,4.977419355,1.703225806,1.035483871,2.809677419,2.606451613,7.938709677,4.025806452,10.31612903,5.574193548,3.05483871,2.774193548,10.33225806,4.506451613,3.106451613,4.722580645,4.735483871,4.519354839,0.906451613,6.25483871,1.025806452,1.729032258,5.425806452,0.119354839,1.493548387
2/15/2021,4.038709677,8.038709677,4.609677419,3.980645161,2.467741935,3.116129032,4.151612903,5.841935484,0.277419355,111.7774194,2.361290323,3.087096774,4.103225806,8.44516129,5.764516129,2.251612903,5.687096774,0.529032258,5.251612903,2.461290323,4.093548387,0.229032258,3.690322581,3.374193548,7.558064516,9.009677419,2.719354839,0.803225806,3.106451613,3.174193548,0.809677419,3.658064516,2.841935484,4.858064516,1.55483871,1.087096774,2.729032258,2.487096774,7.912903226,3.829032258,10.32258065,5.719354839,2.967741935,2.390322581,9.651612903,4.612903226,2.919354839,4.516129032,4.332258065,4.238709677,0.932258065,6.361290323,0.941935484,1.851612903,5.451612903,0.15483871,1.516129032
2/16/2021,4.190322581,8.277419355,4.706451613,3.935483871,2.264516129,3.148387097,4.016129032,5.74516129,0.251612903,110.9225806,2.364516129,3.093548387,3.94516129,8.44516129,5.706451613,2.167741935,5.151612903,0.54516129,5.138709677,2.422580645,3.948387097,0.241935484,3.603225806,3.406451613,7.206451613,9.303225806,2.519354839,0.812903226,2.958064516,3.306451613,0.777419355,3.593548387,2.787096774,4.751612903,1.65483871,1.019354839,2.361290323,2.477419355,7.596774194,4.138709677,9.964516129,5.558064516,2.874193548,2.319354839,9.529032258,4.467741935,2.85483871,4.241935484,4.306451613,4.219354839,1.019354839,6.148387097,0.95483871,1.725806452,5.593548387,0.116129032,1.551612903
2/17/2021,4.129032258,7.9,4.670967742,4.077419355,2.2,3.05483871,3.883870968,5.777419355,0.34516129,110.0483871,2.309677419,2.990322581,4.080645161,7.974193548,5.509677419,2.306451613,4.929032258,0.596774194,5.151612903,2.551612903,3.964516129,0.335483871,3.532258065,3.241935484,7.209677419,8.95483871,2.35483871,0.783870968,2.919354839,3.238709677,0.764516129,3.580645161,2.858064516,4.764516129,1.609677419,1.029032258,2.506451613,2.341935484,7.748387097,3.919354839,9.909677419,5.496774194,2.822580645,2.35483871,9.874193548,4.44516129,2.638709677,4.577419355,4.232258065,4.332258065,0.9,5.841935484,0.990322581,1.587096774,5.532258065,0.138709677,1.567741935
2/18/2021,4.083870968,7.774193548,4.425806452,3.774193548,2.264516129,3.122580645,3.951612903,5.790322581,0.241935484,109.3032258,2.274193548,3.05483871,3.822580645,7.890322581,5.609677419,2.090322581,4.912903226,0.558064516,5.14516129,2.335483871,4.058064516,0.261290323,3.24516129,3.177419355,7.038709677,8.983870968,2.5,0.777419355,2.916129032,3.283870968,0.609677419,3.635483871,2.683870968,4.738709677,1.635483871,1.187096774,2.506451613,2.316129032,7.529032258,4.15483871,9.970967742,5.338709677,2.761290323,2.406451613,9.593548387,4.322580645,2.451612903,4.3,4.358064516,4.361290323,0.941935484,5.948387097,0.958064516,1.580645161,5.338709677,0.119354839,1.525806452
2/19/2021,3.958064516,7.467741935,4.409677419,3.777419355,2.216129032,2.938709677,3.825806452,5.712903226,0.306451613,107.4677419,2.283870968,3.238709677,4.032258065,7.85483871,5.287096774,2.290322581,5.048387097,0.535483871,4.829032258,2.558064516,3.967741935,0.258064516,3.306451613,3.222580645,6.706451613,9.032258065,2.548387097,0.709677419,2.980645161,2.974193548,0.683870968,3.483870968,2.577419355,4.703225806,1.658064516,0.974193548,2.470967742,2.332258065,7.422580645,3.709677419,9.303225806,5.351612903,2.796774194,2.419354839,9.34516129,4.283870968,2.387096774,4.332258065,4.367741935,4.206451613,0.932258065,5.822580645,0.929032258,1.65483871,5.303225806,0.141935484,1.458064516
2/20/2021,3.880645161,8.009677419,4.461290323,3.709677419,2.277419355,3.074193548,3.890322581,5.738709677,0.316129032,107.4451613,2.319354839,2.964516129,3.964516129,8.141935484,5.432258065,2.241935484,5.125806452,0.551612903,4.922580645,2.409677419,3.896774194,0.283870968,3.3,3.222580645,6.787096774,8.629032258,2.564516129,0.738709677,2.787096774,3.029032258,0.690322581,3.2,2.558064516,4.838709677,1.45483871,0.880645161,2.564516129,2.451612903,7.44516129,3.774193548,9.548387097,5.370967742,2.832258065,2.464516129,9.683870968,4.380645161,2.44516129,4.312903226,4.170967742,4.080645161,0.903225806,5.864516129,0.883870968,1.622580645,5.241935484,0.106451613,1.458064516
2/21/2021,3.790322581,8.129032258,4.461290323,3.796774194,2.280645161,2.996774194,4.038709677,5.503225806,0.296774194,107.6548387,2.190322581,2.932258065,3.641935484,7.861290323,5.358064516,2.238709677,5.038709677,0.532258065,4.767741935,2.283870968,4.048387097,0.277419355,3.364516129,2.987096774,6.896774194,8.432258065,2.383870968,0.706451613,2.803225806,3.222580645,0.7,3.251612903,2.625806452,4.548387097,1.55483871,0.970967742,2.570967742,2.4,7.35483871,3.780645161,9.625806452,5.2,2.648387097,2.322580645,9.364516129,4.287096774,2.316129032,4.396774194,4.167741935,4.025806452,0.9,5.877419355,0.94516129,1.619354839,5.303225806,0.141935484,1.558064516
2/22/2021,3.919354839,8.05483871,4.680645161,3.812903226,2.096774194,3.077419355,3.793548387,5.651612903,0.329032258,109.3548387,2.138709677,3.148387097,4.148387097,8.022580645,5.4,2.196774194,4.903225806,0.583870968,5.148387097,2.348387097,3.822580645,0.261290323,3.203225806,3.212903226,7.090322581,8.54516129,2.370967742,0.709677419,2.893548387,3.067741935,0.716129032,3.458064516,2.490322581,4.664516129,1.422580645,0.964516129,2.480645161,2.451612903,7.180645161,3.612903226,9.822580645,5.480645161,2.748387097,2.493548387,9.474193548,4.441935484,1.977419355,4.370967742,4.309677419,4.267741935,0.935483871,5.725806452,0.961290323,1.683870968,5.241935484,0.138709677,1.441935484
2/23/2021,4.029032258,8.009677419,4.787096774,3.622580645,2.25483871,3.064516129,3.919354839,5.622580645,0.341935484,109.5064516,2.24516129,3.025806452,4.048387097,7.751612903,5.667741935,2.196774194,5.077419355,0.483870968,5.009677419,2.332258065,3.870967742,0.248387097,3.283870968,3.15483871,7.006451613,8.770967742,2.312903226,0.716129032,2.990322581,3.2,0.709677419,3.477419355,2.819354839,4.651612903,1.490322581,0.970967742,2.370967742,2.383870968,7.467741935,3.722580645,9.822580645,5.570967742,2.796774194,2.34516129,9.6,4.470967742,2.019354839,4.306451613,4.009677419,4.4,0.848387097,5.738709677,0.961290323,1.696774194,5.193548387,0.106451613,1.387096774
2/24/2021,4.080645161,8.203225806,4.564516129,3.75483871,2.361290323,3.164516129,4.109677419,5.819354839,0.3,110.5032258,2.380645161,3.158064516,4.038709677,8.238709677,5.567741935,2.193548387,5.077419355,0.487096774,5.187096774,2.422580645,4.241935484,0.235483871,3.519354839,3.129032258,7.364516129,8.670967742,2.487096774,0.816129032,2.841935484,3.558064516,0.796774194,3.380645161,2.632258065,4.448387097,1.548387097,1.009677419,2.587096774,2.4,7.412903226,3.887096774,9.590322581,5.683870968,2.783870968,2.338709677,9.419354839,4.477419355,2.067741935,4.196774194,4.222580645,4.109677419,0.938709677,5.722580645,0.809677419,1.558064516,5.338709677,0.129032258,1.506451613
2/25/2021,4.158064516,8.487096774,4.525806452,3.825806452,2.280645161,3.04516129,4.083870968,5.812903226,0.377419355,111.3193548,2.277419355,3.125806452,3.970967742,8.232258065,5.506451613,2.235483871,5.122580645,0.632258065,5.183870968,2.577419355,4.048387097,0.316129032,3.406451613,3.174193548,7.041935484,8.748387097,2.432258065,0.680645161,2.94516129,3.148387097,0.690322581,3.458064516,2.664516129,4.641935484,1.535483871,0.906451613,2.729032258,2.6,7.6,3.816129032,9.748387097,5.458064516,2.838709677,2.270967742,9.319354839,4.564516129,2.022580645,4.412903226,4.196774194,4.316129032,0.919354839,6.109677419,0.970967742,1.64516129,5.332258065,0.109677419,1.512903226
2/26/2021,4.435483871,8.512903226,4.787096774,4.15483871,2.374193548,3.180645161,4.241935484,6.383870968,0.348387097,113.9064516,2.270967742,3.1,4.280645161,8.196774194,5.648387097,2.190322581,5.329032258,0.587096774,5.296774194,2.519354839,4.270967742,0.238709677,3.6,2.961290323,7.332258065,8.996774194,2.435483871,0.770967742,2.951612903,3.280645161,0.758064516,3.683870968,2.716129032,4.961290323,1.55483871,1.022580645,2.561290323,2.603225806,7.503225806,4.087096774,9.838709677,5.793548387,2.819354839,2.419354839,9.777419355,4.393548387,1.761290323,4.429032258,4.274193548,4.593548387,0.967741935,6.477419355,0.838709677,1.603225806,5.222580645,0.132258065,1.570967742
2/27/2021,4.319354839,8.916129032,4.829032258,4.258064516,2.393548387,3.248387097,4.274193548,6.164516129,0.325806452,116.2,2.396774194,3.093548387,4.306451613,8.406451613,5.980645161,2.44516129,5.196774194,0.606451613,5.338709677,2.561290323,4.019354839,0.209677419,3.664516129,3.070967742,7.435483871,9.377419355,2.606451613,0.712903226,2.961290323,3.267741935,0.741935484,3.561290323,2.841935484,4.964516129,1.574193548,1.041935484,2.416129032,2.558064516,7.9,4.041935484,10.31290323,5.890322581,2.870967742,2.612903226,9.858064516,4.738709677,1.696774194,4.548387097,4.696774194,4.451612903,0.9,6.077419355,0.903225806,1.690322581,5.493548387,0.106451613,1.529032258
2/28/2021,4.164516129,8.974193548,5.138709677,4.229032258,2.296774194,3.161290323,4.532258065,6.4,0.319354839,118.5064516,2.45483871,3.219354839,4.270967742,8.667741935,6.029032258,2.306451613,5.177419355,0.603225806,5.525806452,2.722580645,4.093548387,0.264516129,3.525806452,3.077419355,7.683870968,9.44516129,2.609677419,0.832258065,2.967741935,3.335483871,0.722580645,3.667741935,2.9,5.225806452,1.490322581,1,2.712903226,2.470967742,7.735483871,3.980645161,10.19032258,5.748387097,2.816129032,2.5,10.2,4.622580645,1.732258065,4.683870968,4.709677419,4.54516129,0.951612903,5.996774194,0.925806452,1.767741935,5.638709677,0.096774194,1.541935484
3/1/2021,4.506451613,8.85483871,5.296774194,4.325806452,2.477419355,3.493548387,4.580645161,6.190322581,0.338709677,120.2677419,2.274193548,3.316129032,4.322580645,8.587096774,5.983870968,2.458064516,5.541935484,0.570967742,5.438709677,2.603225806,4.4,0.303225806,3.667741935,3.083870968,7.829032258,9.6,2.725806452,0.783870968,2.967741935,3.416129032,0.761290323,3.683870968,2.977419355,5.341935484,1.661290323,1.032258065,2.512903226,2.606451613,7.883870968,3.958064516,10.17096774,6.138709677,2.95483871,2.529032258,10.1516129,4.912903226,1.512903226,4.703225806,4.606451613,4.825806452,1.012903226,6.432258065,1.035483871,1.516129032,5.8,0.151612903,1.416129032
3/2/2021,4.509677419,9.032258065,5.183870968,4.206451613,2.396774194,3.487096774,4.393548387,6.709677419,0.316129032,121.9870968,2.44516129,3.267741935,4.412903226,8.948387097,6.129032258,2.596774194,5.758064516,0.583870968,5.429032258,2.65483871,4.467741935,0.309677419,4.006451613,3.432258065,7.935483871,9.609677419,2.593548387,0.85483871,2.983870968,3.477419355,0.84516129,3.893548387,3.041935484,5.251612903,1.622580645,1.164516129,2.825806452,2.538709677,7.996774194,4.080645161,10.47096774,6.535483871,3.219354839,2.541935484,10.53870968,5.012903226,1.661290323,4.832258065,4.725806452,4.890322581,0.974193548,6.203225806,0.932258065,1.690322581,5.870967742,0.103225806,1.532258065
3/3/2021,4.738709677,9.435483871,5.132258065,4.558064516,2.65483871,3.522580645,4.835483871,6.674193548,0.396774194,123.2129032,2.506451613,3.390322581,4.464516129,9.003225806,6.177419355,2.406451613,5.516129032,0.593548387,5.6,2.696774194,4.361290323,0.261290323,3.729032258,3.196774194,8.009677419,9.696774194,2.593548387,0.758064516,3.219354839,3.5,0.725806452,3.829032258,2.932258065,5.377419355,1.674193548,1.012903226,2.761290323,2.787096774,8.548387097,4.161290323,10.62580645,6.274193548,3.34516129,2.741935484,10.87741935,4.912903226,1.516129032,4.735483871,4.551612903,4.887096774,1.038709677,6.664516129,0.94516129,1.819354839,5.677419355,0.109677419,1.529032258
3/4/2021,4.561290323,9.893548387,5.435483871,4.593548387,2.709677419,3.519354839,4.64516129,6.848387097,0.409677419,127.1806452,2.629032258,3.416129032,4.74516129,9.374193548,6.732258065,2.383870968,5.519354839,0.606451613,5.85483871,2.648387097,4.587096774,0.258064516,3.796774194,3.435483871,7.848387097,9.896774194,2.787096774,0.803225806,3.2,3.65483871,0.877419355,3.909677419,2.916129032,5.206451613,1.590322581,1.116129032,2.94516129,2.722580645,8.229032258,4.306451613,10.85483871,6.14516129,3.274193548,2.587096774,10.90967742,4.925806452,1.435483871,4.903225806,4.864516129,4.896774194,1.135483871,6.9,1.012903226,1.832258065,5.819354839,0.141935484,1.683870968
3/5/2021,4.761290323,9.45483871,5.5,4.496774194,2.719354839,3.648387097,4.761290323,6.867741935,0.335483871,126.8967742,2.522580645,3.432258065,4.783870968,9.6,6.464516129,2.541935484,5.990322581,0.6,5.809677419,2.719354839,5.077419355,0.270967742,3.987096774,3.070967742,7.941935484,10.20967742,2.716129032,0.838709677,3.258064516,3.661290323,0.806451613,4.012903226,3.193548387,5.374193548,1.529032258,1.1,2.922580645,2.85483871,8.412903226,4.393548387,10.70322581,6.603225806,3.216129032,2.638709677,10.78064516,5.051612903,1.496774194,4.919354839,4.722580645,4.774193548,1.051612903,6.529032258,1.070967742,1.696774194,5.977419355,0.116129032,1.690322581
3/6/2021,4.65483871,9.593548387,5.483870968,4.729032258,2.509677419,3.425806452,4.812903226,6.912903226,0.34516129,128.2903226,2.367741935,3.516129032,4.877419355,9.219354839,6.796774194,2.64516129,5.961290323,0.619354839,5.780645161,2.822580645,4.606451613,0.229032258,3.909677419,3.206451613,7.925806452,9.887096774,3.025806452,0.893548387,3.332258065,3.712903226,0.706451613,3.987096774,2.948387097,5.5,1.564516129,1.138709677,2.667741935,2.670967742,8.493548387,4.306451613,10.89677419,6.729032258,3.290322581,2.619354839,11.08387097,5.119354839,1.361290323,5.161290323,4.616129032,4.916129032,1.058064516,6.783870968,1.003225806,1.780645161,6.080645161,0.125806452,1.716129032
3/7/2021,4.574193548,9.677419355,5.312903226,4.564516129,2.606451613,3.406451613,4.883870968,6.932258065,0.35483871,127.7516129,2.551612903,3.396774194,4.9,9.406451613,6.619354839,2.464516129,5.832258065,0.512903226,5.919354839,2.677419355,4.690322581,0.290322581,3.993548387,3.409677419,8.106451613,10.2516129,2.803225806,0.84516129,3.212903226,3.622580645,0.774193548,4.025806452,3.125806452,5.483870968,1.612903226,1.1,2.864516129,2.7,8.616129032,4.377419355,10.55483871,6.538709677,3.329032258,2.658064516,10.98387097,5.132258065,1.448387097,5.080645161,4.896774194,5.219354839,0.964516129,6.906451613,1.074193548,1.716129032,5.9,0.135483871,1.703225806
3/8/2021,4.635483871,9.783870968,5.483870968,4.34516129,2.725806452,3.783870968,4.687096774,7.038709677,0.35483871,130.0483871,2.580645161,3.729032258,4.622580645,9.34516129,6.541935484,2.590322581,5.970967742,0.574193548,5.909677419,2.941935484,4.632258065,0.290322581,4.04516129,2.958064516,8.180645161,10.34193548,2.729032258,0.9,3.05483871,3.74516129,0.819354839,3.94516129,3.258064516,5.587096774,1.648387097,1.193548387,2.677419355,2.84516129,8.603225806,4.406451613,11.00967742,6.461290323,3.338709677,2.732258065,11.15483871,5.380645161,1.241935484,4.941935484,4.864516129,5.229032258,0.948387097,6.716129032,1.009677419,1.874193548,6.061290323,0.141935484,1.683870968
