date,JHH_moderate,SH_moderate,BMC_moderate,HCGH_moderate,SMH_moderate,JHH_pessimistic,SH_pessimistic,BMC_pessimistic,HCGH_pessimistic,SMH_pessimistic,JHH_catastrophic,SH_catastrophic,BMC_catastrophic,HCGH_catastrophic,SMH_catastrophic,JHH_moderate_std,SH_moderate_std,BMC_moderate_std,HCGH_moderate_std,SMH_moderate_std,JHH_pessimistic_std,SH_pessimistic_std,BMC_pessimistic_std,HCGH_pessimistic_std,SMH_pessimistic_std,JHH_catastrophic_std,SH_catastrophic_std,BMC_catastrophic_std,HCGH_catastrophic_std,SMH_catastrophic_std
2021-04-10,27.098225050234397,13.6840298507463,19.2975147928994,23.9125,5.3065130260521,33.8838476642481,16.6676773271278,22.6912416316714,28.899767673415198,6.419170654471821,34.2442010762084,14.6997481636936,22.0256248762131,31.395761270651104,5.72351242915066,13.0841268336867,18.6278689065604,7.91770168672703,25.329774969391302,5.837593682331789,23.3796718415026,26.6159507435679,14.7049611930723,42.365563570346396,8.09436075720796,25.630039253007897,29.537106473443302,16.999686543008803,48.4833075258951,8.67511255573501
2021-04-11,26.5649266759777,12.435811518324599,18.8814546599496,22.6525154004107,4.84644351464435,32.7560302607458,15.4829525671892,22.076715103439398,26.904552884594104,6.118718965389481,32.8644495983415,13.437700348432,21.2325719727493,29.122801709497104,5.33199691595991,12.4929730248648,17.922332437492603,7.4922877013633205,24.0609122852813,5.45687639588804,22.7493672473928,25.4674702334351,14.3057630674868,40.9298099732187,7.814765958317371,24.4130538568184,28.1908204647809,16.2500860152102,46.6620701905056,8.32660504389955
2021-04-12,25.933598372781102,11.6628664495114,17.3114434330299,20.996409287257,4.4882967032967,31.9646132907273,14.3757511269874,21.614327873621203,25.1010715346759,5.77122769859832,31.861579481590002,12.2596715839497,20.4969912051974,26.911792587369998,4.95961016359207,12.042606653046501,17.629237079352,6.83259650498989,22.9400168918857,5.02984840725841,21.7258050585605,24.865005847993604,13.949249126445999,39.8629389444356,7.46428280169778,23.536155974633605,27.037894310018395,15.6576463074523,44.4377266695439,8.040777045891181
2021-04-13,25.032123447205,10.6,16.7530864197531,19.947974730583397,4.3071678321678295,30.6152795879104,13.3240212010973,21.026885763334104,23.4666035561211,5.38347460934453,30.717330355534703,10.963575299295599,19.667124183006603,24.903054630302897,4.6198821488699595,11.2531939910409,17.0821544308673,6.48286202228614,22.390790517532,5.046719231342281,20.961359473831898,23.817978048464,13.3285109667887,38.6403979873729,6.95022971860825,22.1471760328123,25.563096671152397,14.932623767950401,42.5095316972689,7.6672291454062
2021-04-14,24.7358125,9.45649038461539,16.2832599118943,18.6420587091757,4.14251824817518,29.5130440325742,12.3036756469773,20.3424813571284,21.704184047872,5.07169659176435,29.8132479461802,9.91364675984751,18.730081061164398,22.9417191230736,4.34250771145625,11.100647503636901,16.6484045782171,6.234530856447821,21.3690050072529,4.893298989434429,20.084011535929,23.0762058312603,12.7568557888359,36.9122103858153,6.56350953093119,21.0958596439597,24.4462915579082,14.2260804407216,40.5676810700938,7.341132729884781
2021-04-15,23.2433464223386,8.3170584498094,15.8109520123839,17.2808699154249,3.86502624671916,28.388685120816003,11.180057490543199,19.5064227895814,20.190927477812604,4.83903086624629,28.6497898871601,8.76886541735412,18.285141125188197,21.1049471616946,4.00471630128067,10.209523740116401,15.9083115068822,5.988269783501741,20.093391326503397,4.66576628218774,18.9389112983763,22.1304437595389,12.301147163938,35.1979079189283,6.274994889619549,20.001169515978802,23.146226190271502,13.5736557383708,38.7348220079318,6.949400511846219
2021-04-16,22.579181985294102,7.561829913964259,15.490998363338802,16.0705710712797,3.5608815426997205,27.4279736924968,10.1784383272933,18.9457256506944,18.4430558150907,4.484508658772071,27.672651583710397,7.717050150741299,17.6308052798384,19.3665225074507,3.69859879651235,9.909465172248199,15.3417526704089,5.852349955359809,19.710387489849104,4.45982062419555,17.9658041370676,21.2582961795957,11.7031490101711,33.217181622533104,5.93568270027549,18.8604661131935,21.773663784537398,12.8795890669257,37.0441689045252,6.604461530717441
2021-04-17,22.3150724637681,6.6015514809591,15.2375,14.501100978647699,3.21198830409357,26.2657516616983,9.26555520042814,18.4529444490045,16.720714763617,4.20221806135678,26.892141003460196,6.64484073471284,17.132563019928302,17.560789856578698,3.3816590749538795,9.552453873220221,14.4775688566831,5.620498198558559,18.8426212348495,4.10784310800693,16.800956183022198,20.2693074021484,11.080330822432598,31.419064671740898,5.61763603529295,18.0327907398858,20.595496669053198,12.2817836243984,35.013696499520805,6.28877662337319
2021-04-18,21.415094339622602,5.9316715542522,14.9579090909091,13.093875642823699,2.7985015772870696,25.2863086768186,8.27414686416838,17.9837162994631,15.034692901522801,3.88750921810538,25.840686274509803,5.615528859791,16.5070416683061,15.7571115982288,3.1057872846108197,8.97827238392777,13.5144367252209,5.543239125276849,18.077593174977697,3.81108580328494,15.901153645443099,19.3616289711754,10.8283189421799,29.5807288788991,5.460166127207611,17.2615539762427,19.364377096772802,11.597001402194099,33.253699349323895,6.03111929910195
2021-04-19,20.8389408099688,5.20925435276306,14.6599029126214,12.109419228892099,2.62321428571429,24.422317201391103,7.34482419118758,17.1886163526295,13.690387508518699,3.67260781386442,25.0759782228862,4.721107266435969,16.1098276168474,14.2549505611287,2.8194098949179196,8.46282311052287,12.8040764993029,5.123414388862179,17.723995034980103,3.5134562755212997,14.9059440687237,18.4931096676668,10.322050353537401,28.445339623715,5.24160181665256,16.4438024210425,18.405685897472,11.120628296208,31.8191167974793,5.59130021214061
2021-04-20,20.3870545657016,4.51835443037975,14.2305962343096,10.6903636363636,2.4039473684210497,23.6589106819353,6.52358072285056,16.500763358778602,12.325463933038199,3.43388401503933,24.216370152584897,3.8686767550346803,15.4104095354523,12.7135380862023,2.5728814773541404,8.19447222217514,12.460913891043502,4.89636344647739,16.8913994387676,3.2533636439844797,14.1222983279463,17.4928989896822,9.81960711414825,27.107069075608695,4.96883827139332,15.4178254809345,17.349929948105,10.408629903622698,29.9143308286737,5.30493326584015
2021-04-21,19.9220554272517,3.61530100334448,13.9835698689956,9.464737991266368,2.1863553113553102,22.867374810318697,5.748709391088231,15.9328229248062,11.0562538150263,3.2042248379586695,23.6537186730572,3.0438210942965003,14.9151809770363,11.2914012638728,2.32525205554734,8.08146026408594,11.369888961638999,4.57977892479539,15.985618536672302,2.89989223937718,13.4448264688923,16.4866658522457,9.37535112875068,25.864864217292197,4.825683477437759,14.671184289037699,16.4838427340313,9.81493812413624,28.032161460090197,4.86791628898236
2021-04-22,19.879465370595398,3.1151808785529704,13.769053117782901,8.45947880870561,1.9674509803921598,22.3535179710443,5.1114884855013205,15.138663522641,9.83303925756702,3.0427532148163503,22.878516228748,2.3416909685646,14.420226737967901,9.98557175748276,2.1165408591182198,7.71520414506317,10.670022258646,4.50555213042752,15.7431731236114,2.8178005607210697,12.834043105438699,15.453051695794402,8.487478651754829,24.704271521508698,4.73853386229868,13.700322022836199,15.5966203419191,9.357065757211231,26.4668546386545,4.6061490419372895
2021-04-23,19.7770534550196,2.45329596412556,13.730331753554498,7.5880415430267,1.72130434782609,21.6302813551739,4.35459759758609,14.634148397620999,8.47674988082721,2.7698812051131703,22.0512178198809,1.56400777831792,13.9825548387097,8.667867204950369,1.918183951885,7.57524752070848,9.67984374873892,4.47660585711988,14.7918685432233,2.62094925551793,12.283911022928699,14.603574169795499,7.973515393496059,23.298210153404398,4.40571115435361,12.7958591918146,14.6772211997138,8.841336071511579,24.7933916856947,4.40952476470186
2021-04-24,19.1299300699301,1.73863636363637,13.2483790523691,6.59639962593516,1.47605633802817,21.096341142405898,3.6773355048076004,14.209493198645502,7.2826163013324905,2.51647171509014,21.3683802940501,0.861080631923436,13.4692739296902,7.47936172997355,1.69904418300654,7.43803569499367,8.862138568088401,4.3124818840199195,14.122123600932,2.43721152139079,11.903101190837901,14.048813152073699,7.5477849563443105,21.757835708530898,4.0626611123490095,12.0829231780208,13.6345508603192,8.24703901986377,22.9689923675512,4.08050882233269
2021-04-25,18.397744082840198,0.9634732052578381,13.0402144772118,5.441098610191919,1.32286432160804,20.210302964138602,2.91464721015563,13.713265686092,6.330333316640071,2.3269923664122296,20.580772112442396,0.29747443898551,13.05361861341,6.327876627039481,1.48495041694839,6.63584018794907,8.23312668431623,4.00468475663191,13.2681715017556,2.3637893307145603,11.1254193107254,13.2248994823771,7.16973125897838,20.7077668452001,3.84601031588857,11.144162839707802,13.0052531308137,7.6619670064745495,21.5878058620536,3.7867267730824197
2021-04-26,17.6701399688958,0.0774509803921575,12.777916666666698,4.41309523809524,1.12444134078212,19.7992324860803,2.2612765901101097,13.065098365362699,5.3625047400787995,2.1159541984733,20.0474629064506,-0.324428751239198,12.793218271442699,5.3324492466696,1.34613675724097,6.43773057839484,7.97355002492616,3.72122291726792,12.510395677195802,2.24039617032345,10.521083579983,12.4375018209893,6.64201100859756,19.4415806900687,3.47543763350203,10.809211501640501,11.992695354611199,7.23841960230964,20.3370279850925,3.56701070897242
2021-04-27,17.1037541254125,-0.501460481099654,12.849557522123899,3.8471320346320295,0.938271604938271,19.4174304926171,1.59899577558735,13.000637449359699,4.465548577946571,1.96698558605706,19.4780734562088,-0.8509980485085171,12.635930978910197,4.3668669258748505,1.193701671558,5.94301060069726,7.37389822278556,3.6592348927064,12.0776394630739,2.1771541057077197,10.099937660667699,11.679863284300803,6.514684680401139,18.5978326064798,3.40283390673397,10.2267561414395,11.3882537676078,6.96594424602683,18.9858524636537,3.28819972620983
2021-04-28,17.363232682060403,-0.9603221957040571,12.587116564417201,2.9839393939393903,0.7642361111111109,18.6675070921279,1.11892073551299,12.6383594828315,3.4398772275655802,1.8486146676537498,18.829096208439,-1.3912667578659499,12.306351758794,3.4325951557093703,1.06090752441126,5.925316447245669,7.103476261662309,3.47994252826106,11.118003417880399,2.06745616640353,9.151611650656971,11.1748060054988,6.13143912734938,17.283100222166,3.2386750055571403,9.42140506274947,10.6344783653833,6.585799549739,18.0320658635653,3.0943135701780804
2021-04-29,16.2216292134831,-1.5475219573400198,11.402821316614402,2.19508716323296,0.6523722627737221,18.1928487193791,0.712554826189843,12.086751196791301,2.60136861424347,1.70112474303748,18.371701674277002,-1.89516867998146,11.993942601261999,2.5061034499359103,0.923460718030304,5.44495179042019,6.64826105083126,3.15238005322962,10.4742541500577,2.09388992069784,8.627224117829291,10.377721517673098,5.77165875226843,16.4659974411639,3.10665453046467,9.03443807219225,10.062751211160698,6.1495574994829,17.1266895057278,2.8940219974629198
2021-04-30,15.51165,-2.2248,11.089285714285701,1.4737799834574,0.613533834586466,17.628114577929303,0.0850220149545411,12.2497336754055,1.7871876818438,1.5323811868998,18.0812669683258,-2.35437694590308,11.6703222159412,1.80330531341757,0.784885631629707,4.875384600213611,5.806031346797909,2.94915242061173,9.3936148526539,2.1771541057077197,8.09806741637741,9.745434130584778,5.704093443443741,15.3449317636651,2.9476128342547203,8.56394502114881,9.41168117609992,5.8276990420377395,16.2865982224926,2.6861953902760805
