,county_name,state,fips,forecasted_hospitalizations_2021-02-02,forecasted_hospitalizations_2021-02-03,forecasted_hospitalizations_2021-02-04,forecasted_hospitalizations_2021-02-05,forecasted_hospitalizations_2021-02-06,forecasted_hospitalizations_2021-02-07,forecasted_hospitalizations_2021-02-08,forecasted_hospitalizations_2021-02-09,forecasted_hospitalizations_2021-02-10,forecasted_hospitalizations_2021-02-11,forecasted_hospitalizations_2021-02-12,forecasted_hospitalizations_2021-02-13,forecasted_hospitalizations_2021-02-14,forecasted_hospitalizations_2021-02-15,forecasted_hospitalizations_2021-02-16,forecasted_hospitalizations_2021-02-17,forecasted_hospitalizations_2021-02-18,forecasted_hospitalizations_2021-02-19,forecasted_hospitalizations_2021-02-20,forecasted_hospitalizations_2021-02-21,forecasted_hospitalizations_2021-02-22,forecasted_hospitalizations_2021-02-23,forecasted_hospitalizations_2021-02-24,forecasted_hospitalizations_2021-02-25,forecasted_hospitalizations_2021-02-26,forecasted_hospitalizations_2021-02-27
0,Alabama,Alabama,01,250.33333333333334,261.3333333333333,259.25,257.4166666666667,256.4166666666667,249.91666666666663,242.25,240.33333333333337,249.75,254.41666666666663,251.75,244.66666666666663,236.91666666666666,228.75,227.16666666666666,236.75,236.25,232.5,229.91666666666666,222.58333333333334,214.16666666666666,209.08333333333334,217.41666666666666,217.5,217.0,210.75
1,"Autauga County, Alabama",Alabama,01001,3.2573461073276264,3.4004784928693192,3.373370086516726,3.349514688926444,3.3365026538771994,3.072997913672438,2.978727887644474,2.9551603811374836,3.0709485652805264,3.128330320254069,3.0955407459834734,3.008443439327202,2.793103801327086,2.6968237547108163,2.678157215060723,2.7911389024165496,2.7852442056849416,2.7410339801978787,2.710578047084569,2.9718245293652,2.8594492850874444,2.7915790880484037,2.902841706145191,2.903954332326159,2.8972785752403523,2.8138316116677613
2,"Baldwin County, Alabama",Alabama,01003,11.947642049444708,12.472638304613382,12.373207195679921,12.285707819818477,12.237980887530416,12.05257750271729,11.682841880759973,11.590407975270645,12.044539771805175,12.269596237344409,12.140992542750562,11.79938897898565,10.570638650015626,10.206262080299998,10.135617643314315,10.563202393490817,10.540893623916391,10.373577852108195,10.25831587597366,9.834016461019631,9.462157358599942,9.237569187831618,9.605746516960021,9.609428290251305,9.587337650503601,9.311204653657299
3,"Barbour County, Alabama",Alabama,01005,1.5230810764227414,1.5900074086756713,1.5773319669611015,1.5661775782522798,1.5600933662292862,1.5756999566147385,1.5273623787525992,1.5152779842870645,1.574649139704692,1.6040720131859942,1.5872589426252501,1.5425992239482735,1.6676706182904026,1.6101849620848243,1.5990397838408854,1.6664974416331462,1.6629779116613759,1.6365814368731002,1.6183971986856214,1.6860120148844073,1.6222579102407062,1.5837529559509465,1.6468758318357986,1.6475070605946471,1.643719688041556,1.5963775311279167
4,"Bibb County, Alabama",Alabama,01007,0.9026555793316924,0.9423195395420063,0.9348074258658107,0.9281967658307583,0.9245909512661843,0.9061006953116818,0.8783043418709767,0.8713552535108003,0.9054964267586231,0.9224159462442695,0.9127476493953287,0.8870662358903293,0.7814869040867582,0.7545485584657585,0.7493258179882177,0.7809371419312277,0.7792878554646359,0.7669182069651972,0.7583968935544727,0.7463885210249431,0.7181649191441796,0.7011189813746097,0.7290631416525932,0.729342583255373,0.7276659336386941,0.7067078134302063
5,"Blount County, Alabama",Alabama,01009,2.6147087911120797,2.7296027859279226,2.7078425596370437,2.68869356050107,2.6782486518814475,2.6343522437369375,2.55353850368232,2.5333350686686655,2.632595423300968,2.681786395508126,2.653677268532607,2.579012400003884,2.3147199151006976,2.234930062241089,2.2194606009723894,2.3130915507566243,2.3082064577244035,2.2715682599827463,2.2463286126496045,2.3739648277415415,2.284196782963595,2.229980439087805,2.318859691343198,2.319748483865752,2.3144157287304283,2.247756289538884
6,"Bullock County, Alabama",Alabama,01011,0.6660904617358246,0.6953594167788103,0.6898160540812751,0.6849378949074443,0.6822770808126274,0.7073076942796642,0.6856096923211017,0.6801851918314611,0.7068359985849129,0.720043478037951,0.7124963469219292,0.6924492798949964,0.6909989467714495,0.6671797780118286,0.6625617759053715,0.6905128412865592,0.6890545248318886,0.6781171514218586,0.6705825164060601,0.6785350191135847,0.6528771992219815,0.6373808921587362,0.6627846742296304,0.6630387120503393,0.6615144851260856,0.642461648572915
7,"Butler County, Alabama",Alabama,01013,0.8363898787569428,0.8731420305531866,0.8661813957432918,0.8600560371105846,0.8567149324018353,0.8420329693805527,0.8162020146679783,0.8097442759898347,0.841471426886801,0.8571946167118464,0.8482099368118204,0.8243443808273767,0.7792434010128251,0.7523823903553306,0.7471746433911224,0.7786952171218559,0.7770506654489481,0.7647165279021393,0.7562196775921155,0.7773651197236068,0.7479701825869222,0.730216804712291,0.7593207028674241,0.7596117418489755,0.7578655079596675,0.7360375843433177
8,"Calhoun County, Alabama",Alabama,01015,6.019640683538031,6.284152191602951,6.234055315075505,6.1899700637313515,6.165923562998177,6.044388638263772,5.858965579003931,5.81260981418897,6.040357702192907,6.153223912177158,6.088728935043299,5.91741415203149,5.150852954871428,4.973299810454474,4.938876241638941,5.147229421311898,5.136358820633308,5.054829315543892,4.998664545371182,5.15232744948322,4.957499642520357,4.83983136306754,5.032730181842651,5.034659170030402,5.023085240903895,4.878411126822562
9,"Chambers County, Alabama",Alabama,01017,2.128954002363258,2.2225032461422027,2.2047855863355843,2.1891940457057606,2.180689568998584,2.0767518158528255,2.013043524069411,1.9971164511235575,2.0753668529879685,2.11414581320396,2.091986407366251,2.033125485609835,1.950236954166307,1.8830110584546298,1.8699774664288964,1.9488649971109668,1.9447491259449456,1.9138800921997878,1.8926147578420123,1.794827246210482,1.7269584510523917,1.685968386649981,1.7531652135391789,1.7538371818080711,1.749805372194719,1.6994077520278206
